2.3946-0.59612i
-1.2146+0.87954i
-0.18677+1.9889i
-0.36806+1.6366i
-0.93596+0.81666i
-1.0462+1.2088i
-0.90656+1.275i
-1.233+1.0852i
-0.4707+1.157i
0.035388+0.26629i
-0.29518+1.7749i
-0.16668+1.1596i
-0.68123+1.6783i
0.086066+0.11737i
-0.020707+0.02754i
0.061088-0.0026962i
0.36871-0.21103i
-1.0508+0.59213i
-1.6871+0.99174i
0.25377-0.1449i
0.089606+0.63745i
-0.59563-0.82173i
-0.95107+0.4973i
0.20177+1.0682i
-0.1976-0.36274i
-0.73461-0.9398i
-0.66367-0.80165i
0.56472-1.2224i
-0.19926-0.54247i
-1.1339-0.88363i
-0.061318-0.46279i
-1.0955-1.4185i
-1.1139-0.31898i
-2.3868-0.46596i
-1.965-0.79004i
-0.63146-0.86841i
-1.8669-0.1476i
-0.69981-0.78861i
-2.0026-2.3815i
-3.2296-0.97162i
-2.6011-0.87807i
-2.3157-1.0894i
-0.97068-1.6493i
-2.4204+0.19324i
-2.3852-1.6783i
-2.0367-0.52523i
-1.4952-0.3092i
-3.0712-1.5876i
-1.6585-0.65809i
-1.4993-0.47646i
-1.479-1.7296i
-2.6159-0.10568i
-2.1596-1.6734i
-2.2878-1.4043i
-2.5126-2.5404i
-2.194-1.5426i
-2.3272-1.8635i
-1.4423-2.0108i
-1.0277-1.2323i
-3.8476-0.10641i
-1.9998-2.1142i
0.36852-1.946i
-1.803-2.2399i
-1.2509-1.6787i
-1.1652-1.8372i
-0.045093-2.3347i
-2.0662-1.8844i
-0.94541-1.4163i
-0.81115-0.74351i
-0.49404-3.3291i
-1.7095-2.0107i
-1.5693-1.9615i
-1.2685-2.0216i
-0.30631-2.302i
-1.4052-3.1605i
-1.2866-2.7389i
-0.97154-1.9022i
0.46061-2.8403i
0.38433-1.8164i
-0.23945-2.9462i
-0.96321-1.6653i
-0.23391-1.5895i
-1.017-2.3705i
-1.2956-1.3561i
-1.7568-3.4119i
-1.7428-3.4172i
-1.5542-2.0409i
-0.0091118-2.078i
-1.2707-2.6105i
-1.9913-1.0215i
-1.5711-1.2856i
-2.1268-2.4462i
-1.7937-1.4832i
-1.0684-3.3072i
-1.4965-2.3512i
-2.0021-1.3563i
-1.8628-2.9122i
-2.3315-2.9396i
-1.8827-1.7919i
-3.3565-2.4645i
-3.7253-1.92i
-2.812-1.4588i
-3.7495-2.3986i
-2.5099-1.9962i
-2.8195-1.2459i
-2.1987-1.0339i
-4.3276-1.0009i
-2.1751-2.6208i
-2.4934-1.8591i
-3.0044-2.232i
-3.3693-2.6513i
-3.1472-1.2481i
-3.4313-0.51496i
-2.3765-2.1002i
-2.6963-0.083066i
-3.0194-0.89332i
-1.537-3.4073i
-3.851-2.6206i
-3.3343-1.1404i
-2.7663-2.1731i
-2.3508-0.95816i
-2.3501-0.94689i
-2.9935-0.47536i
-2.879-1.237i
-2.6987-1.9569i
-1.8122-2.2968i
-1.4568-0.80139i
-1.663-0.73991i
-3.0498-1.8581i
-1.2914-0.7488i
-2.3327+0.52796i
-0.84567-0.51117i
-2.6586-0.84158i
7.4068e-05-0.37739i
-1.9264-0.54508i
-3.3402-0.69559i
-2.8768-0.25661i
-1.8346-1.1369i
-2.1133-1.7622i
-1.8678+0.028558i
-2.8687-1.0805i
-2.4117-0.70205i
-1.1172-1.4812i
-4.4468-1.3471i
-3.7244-0.14762i
-3.3074-0.53714i
-2.6502-0.51109i
-2.2434-0.74345i
-4.0213-0.72686i
-2.9013+0.040047i
-4.0937-1.263i
-3.2958-0.18298i
-4.0713+0.58827i
-4.1735-0.70439i
-4.3875+0.15608i
-3.8684-0.98025i
-4.3649+0.40609i
-4.8063-0.20249i
-3.2002-0.51724i
-4.7763-0.37794i
-4.981-0.049378i
-3.2586-1.3826i
-5.4172-0.58399i
-4.3382+0.23937i
-5.2756-1.4811i
-4.2926-1.0073i
-4.3216-0.61798i
-4.3941-0.4918i
-4.3815-0.91737i
-5.6062-0.36167i
-5.469-0.3725i
-5.4093-0.23194i
-5.8814+0.54523i
-4.4546-0.51252i
-5.2091+0.50866i
-5.2864+0.19103i
-4.9955-0.45098i
-3.551-2.0165i
-4.019-0.30323i
-4.2588+1.2337i
-3.1791-0.34629i
-4.4382-0.94642i
-3.3007-1.4047i
-3.7527+0.19984i
-3.7814-0.84228i
-3.3148-1.0444i
-3.3493-0.8691i
-3.4518-1.329i
-2.6747-0.9806i
-3.2421+0.60032i
-1.4476-0.87638i
-2.6883-0.82078i
-1.9871-0.71861i
-3.6667-1.1823i
-2.4395+0.12721i
-1.6693-0.59146i
-2.0537-0.16615i
-1.6688+0.30691i
-1.1089-1.1035i
-3.2087+0.43698i
-2.8973-0.32599i
-2.0225-0.89418i
-2.5766-1.1773i
-1.7024-1.6794i
-3.4367+0.061046i
-3.3585-1.464i
-3.4111-1.0362i
-2.1584-1.5246i
-1.0247-1.3808i
-2.5666-0.37098i
-2.2235-0.9743i
-3.0485-1.7327i
-3.6186-1.1795i
-3.9587-1.5971i
-2.8409-1.2002i
-2.2052-2.5465i
-2.9901-0.74258i
-2.1621-1.8528i
-2.4801-1.3311i
-3.2227-1.9345i
-1.355-1.6528i
-2.3321-2.2278i
-2.3427-1.2808i
-3.0054-2.6014i
-4.0162-2.9138i
-2.6202-2.7219i
-3.7977-2.5321i
-2.8874-1.6653i
-3.1316-2.2444i
-3.6321-2.384i
-4.1244-1.4922i
-0.71301-2.5106i
-2.7654-3.076i
-1.7004-2.2671i
-1.2769-1.8314i
-1.6305-2.5516i
-2.1162-2.0337i
-1.8429-3.9269i
1.0138-2.0883i
-1.8427-2.4043i
0.22876-2.9352i
-1.273-2.5649i
-0.47286-3.3015i
0.31003-2.8483i
0.91295-1.3726i
1.0893-2.3094i
1.1038-4.0912i
1.5586-3.3968i
1.3747-3.1796i
1.6422-1.3938i
1.271-3.0066i
1.1144-1.8982i
1.6618-2.7198i
0.43745-2.2222i
2.38-3.1642i
2.6485-3.2323i
1.6804-1.7449i
2.3754-1.8516i
1.1402-2.7349i
3.1869-3.625i
1.4886-1.788i
3.2164-2.7174i
3.0749-2.4156i
2.3608-2.3559i
3.7846-2.0671i
2.8258-2.8151i
2.2771-2.8347i
2.409-1.491i
3.5972-3.0685i
2.9382-2.0961i
3.6962-2.4175i
2.8703-2.2515i
3.1004-1.7381i
2.7878-1.1029i
1.4922-2.3494i
2.8445-3.2889i
2.9222-2.5971i
1.3156-2.9943i
1.2751-2.5086i
2.8898-2.2334i
1.571-3.1139i
2.7253-1.9614i
3.0652-2.198i
2.2511-1.1778i
1.7568-2.2697i
2.9976-2.6895i
2.9408-2.2815i
1.8008-1.3302i
3.1305-1.7408i
1.2387-2.1992i
2.2875-2.0986i
3.0608-1.5268i
3.3758-1.7323i
2.8668-1.5219i
2.7437-2.2803i
3.4317-2.2148i
3.8581+0.74264i
3.8491-0.037854i
2.5254-0.61718i
3.4515-1.8959i
3.4501-0.78111i
3.3576-1.0825i
4.9343-1.056i
5.4471-1.6783i
4.7373-0.26173i
3.6453+0.27182i
4.0141-1.1286i
3.9423+0.50546i
4.6381-0.41643i
3.6471+0.263i
4.04-1.5631i
4.2966-0.0099458i
4.7038+0.83503i
4.9357+0.75381i
3.8942+0.8295i
5.9116+0.29337i
5.4597-0.066242i
4.7652-0.045679i
4.9237+1.4063i
3.0443+1.0326i
4.3094+0.96676i
5.4497+1.049i
2.8218+0.2434i
3.9893+1.4987i
5.3776+1.7009i
3.7424+1.6144i
2.706+0.3463i
3.7954+2.8949i
3.5288+1.5836i
3.2381+1.5058i
2.9831+2.4763i
2.8679+1.1932i
3.6695+1.7018i
3.3246+2.2252i
3.2086+1.8338i
1.7672+1.9898i
2.542+2.2634i
2.0428+2.4439i
1.2369+1.9959i
2.1699+3.5391i
-0.21597+2.87i
2.4697+3.4891i
1.5668+2.0746i
0.68686+2.1051i
1.5459+2.6601i
2.2613+4.5103i
1.5687+2.9161i
1.9192+2.3048i
0.13376+3.5823i
-0.048958+4.1277i
1.2751+4.4312i
0.86094+4.048i
1.1021+3.6934i
0.28105+3.6815i
0.92277+2.4185i
0.3584+3.4412i
-0.10922+3.2211i
0.75973+3.1678i
0.47984+3.4787i
1.1132+3.4467i
0.43854+4.6427i
0.057352+3.7058i
-0.014635+3.1817i
-0.64235+3.6698i
-0.29511+3.89i
0.43003+5.5856i
-0.63278+4.5155i
-0.90102+5.2804i
-1.1664+5.0467i
-0.86014+3.5469i
0.74975+5.4458i
-0.29078+5.6553i
0.84333+4.3459i
0.68455+4.4729i
0.76638+5.0818i
-1.3463+4.322i
0.98168+2.6572i
-1.2168+4.4908i
0.2934+4.4802i
-1.7106+4.4051i
-1.3088+3.4331i
-0.82245+4.4679i
-1.0747+5.6451i
-1.7218+4.0399i
-0.76243+4.6821i
-2.0837+5.0259i
-2.005+4.8508i
-2.0489+4.8941i
-1.3527+5.1513i
-2.1303+5.8078i
-3.2981+4.0633i
-2.8419+5.2306i
-3.0329+3.9075i
-3.0906+4.5233i
-4.0033+4.8468i
-4.5905+4.6467i
-3.7712+2.6942i
-4.2864+5.4402i
-3.1518+2.788i
-4.1475+4.2887i
-3.8175+4.2355i
-4.8535+3.3693i
-3.7489+4.2576i
-4.6522+4.5647i
-4.5065+3.4163i
-5.4562+4.249i
-5.6252+4.2848i
-5.8654+4.0743i
-6.7576+4.5336i
-4.6553+4.9492i
-4.4173+4.5582i
-5.4063+2.9656i
-6.4827+3.4445i
-4.8159+3.564i
-5.2372+2.6123i
-4.7742+2.4178i
-4.3163+3.1361i
-5.1163+2.5926i
-3.9672+2.0485i
-5.2161+3.2026i
-3.8989+4.2747i
-4.1531+3.3859i
-4.2625+2.4192i
-4.4808+2.2432i
-3.2352+1.6987i
-3.9678+2.8513i
-2.8725+2.5363i
-5.5829+2.5222i
-4.2596+2.6627i
-4.3905+1.4135i
-3.9768+3.3147i
-4.484+0.068822i
-3.1417+2.7039i
-3.7062+2.6186i
-4.1465+0.24363i
-4.2+1.3674i
-2.9111+1.4572i
-3.8476+1.0437i
-3.7539+0.8276i
-3.0261-0.65808i
-2.8192+2.2317i
-3.8619+0.43961i
-2.7536+1.0622i
-3.36+0.54309i
-4.3203+1.8207i
-2.9474+1.3091i
-4.0639+0.54376i
-2.9542+0.43849i
-4.2662+0.43817i
-3.6946+0.24164i
-4.4368+1.5623i
-4.2005+1.3003i
-2.9171-0.31503i
-4.3804-0.63113i
-3.1573+0.51793i
-3.0509+0.43504i
-4.5846-0.35237i
-3.9449-1.2823i
-3.2018-0.38517i
-4.5467-1.3588i
-4.3881-1.0266i
-2.8827-0.92643i
-4.6352-0.24015i
-3.8177-0.84656i
-3.3614-0.010507i
-2.8285-2.4068i
-2.9536+0.14298i
-3.6059-1.3991i
-3.0632-1.3463i
-3.0909-2.2571i
-2.5205-0.57203i
-3.1104-1.7288i
-1.1575-0.047016i
-2.4424-1.5033i
-2.183-2.3311i
-2.0135-0.79952i
-2.5146-0.75776i
-2.6393-1.226i
-0.55381-1.8404i
-1.4445-0.77065i
-0.6864-0.49509i
-0.40632-2.1511i
-0.38763-1.9289i
-0.98759-2.0512i
0.60542-2.2625i
0.26369-2.7487i
-0.063629-2.8286i
0.5581-2.4171i
1.3512-1.3017i
0.12828-0.41605i
-0.64848-1.8586i
0.74327-1.3078i
1.8391-1.443i
0.34878-2.0211i
3.1024-2.7913i
1.4038-2.5499i
1.666-2.6085i
1.3212-2.5071i
2.1509-3.2143i
2.598-3.32i
2.4518-1.5552i
2.3733-2.2457i
0.12584-2.7569i
2.1-2.692i
1.5711-1.7218i
2.0313-3.3703i
1.8872-3.2464i
0.87376-2.978i
1.4909-3.1819i
0.85953-1.8552i
2.4761-3.071i
1.5743-3.6125i
0.65806-2.1364i
2.6645-3.0628i
2.1994-2.0509i
1.0839-1.993i
2.4065-2.3321i
2.1503-2.0788i
1.3229-2.954i
1.6064-1.9445i
1.9317-2.8703i
1.3406-2.4933i
0.34354-2.2447i
2.0623-2.9978i
0.63471-2.5039i
2.1327-2.4724i
0.60274-2.1305i
1.3863-3.1949i
2.0444-2.8673i
1.7909-3.6591i
2.9915-1.5041i
1.8629-1.5256i
1.4376-1.1008i
2.338-1.9139i
1.8521-2.7103i
1.6793-1.9977i
1.6757-1.5388i
0.74091-1.2341i
1.0918-1.454i
2.1299-1.75i
1.2758-2.8957i
2.3685-1.6703i
2.4578-2.526i
2.3969-1.0451i
1.4911-2.0252i
1.7813-3.6337i
1.3864-1.3659i
2.9542-3.095i
3.5395-2.1865i
3.0233-1.1786i
2.5692-1.4424i
2.3751-1.4407i
3.7415-2.0435i
2.6195-0.66599i
4.2194-1.059i
2.4025-2.4694i
3.5336-1.5909i
2.2316-1.1991i
4.2185-0.57003i
2.093-1.7826i
1.4385-0.9792i
3.3929-1.0946i
2.6721-1.1645i
2.1789-0.68283i
3.4393-1.3578i
1.4691-0.46778i
1.8277-1.4463i
1.7102-1.2754i
2.02-0.026342i
0.80866-1.3471i
0.042902-0.61878i
-0.81039-1.4877i
0.53734-0.96119i
1.8404-0.55184i
1.2698-1.0419i
-0.14462-1.4484i
-0.37277-0.25138i
0.45752-0.22709i
-1.4771-0.10169i
-1.1101+0.5293i
-0.58027-1.7326i
-1.2012-1.1975i
-0.97822-2.1179i
-0.26886+0.45147i
-0.59424-0.87409i
-1.2562-1.0483i
0.14297-0.45445i
-0.8098-0.68518i
-2.0666-0.59066i
-1.2744+0.21784i
-1.9414-1.4011i
-2.646-1.2531i
-1.8897-1.2235i
-2.0927-0.55417i
-1.1315+0.19545i
-2.3205-0.32753i
-2.1867-0.9725i
-1.3499-0.90656i
-2.1551-0.030581i
-1.8496-0.99521i
0.13417-1.526i
-1.7785-2.0083i
-0.45214-0.6395i
-0.93605-1.1677i
-1.3048-1.5773i
-0.58189-1.419i
-1.2654-0.53473i
-1.0423-1.7638i
-0.89479-0.11102i
-1.2076-0.7903i
-2.53-0.4411i
-1.9208-0.20615i
-1.2076-0.18474i
-1.7161-0.66287i
-1.2752+0.0015177i
-2.434-0.55183i
-3.6492-2.1399i
-1.9105-1.3773i
-2.0165-0.3156i
-1.6662-0.85637i
-3.5877-1.0532i
-1.4792-0.99366i
-2.2144-0.86286i
-1.369-2.0724i
-1.2624-1.011i
-1.7238-2.2037i
-2.312-2.4592i
-3.323-1.2599i
-3.5621-0.57733i
-2.9484-1.756i
-3.8233-1.5616i
-2.0853-0.52295i
-3.4981-1.6748i
-2.3844-1.6636i
-3.6826-2.7201i
-3.5378-2.3287i
-1.9884-2.5273i
-4.2425-3.1638i
-3.4868-1.0019i
-2.9313-1.2653i
-4.64-1.9443i
-5.1857-1.5651i
-5.2658-2.849i
-5.7272-2.0496i
-4.2256-2.7009i
-5.3901-2.4163i
-4.6936-1.261i
-5.2059-1.582i
-5.6116-1.8657i
-3.4752-2.4695i
-4.3943-3.2043i
-4.4674-2.8132i
-4.1367-1.7135i
-5.9036-2.5973i
-3.9694-1.401i
-4.7489-2.8234i
-4.1321-2.2632i
-3.415-3.5095i
-3.3729-2.1876i
-4.2237-2.2007i
-3.6732-2.8513i
-3.5512-2.5318i
-3.0919-2.5853i
-3.4001-2.2813i
-1.8043-2.0401i
-2.8302-2.8758i
-1.9878-2.179i
-2.179-2.7984i
-3.4506-2.8503i
-1.3882-4.5477i
-2.2085-3.2286i
-2.5777-3.8837i
-2.1-3.4824i
-2.2506-3.47i
-1.9103-3.0505i
-1.9607-1.9938i
-1.6273-3.3028i
-0.47529-3.7279i
-0.92451-2.5395i
-0.58316-2.0755i
-1.2032-3.4971i
-0.96447-3.0751i
-1.496-2.8049i
-1.0839-2.9921i
-1.8287-3.7967i
-0.61583-3.3849i
-0.66576-3.7322i
-0.69892-2.9623i
-2.3685-2.5686i
-1.5788-2.0916i
-0.63069-4.0125i
-0.85865-2.7941i
-2.9845-3.7698i
-1.5515-2.9027i
-1.648-3.5486i
-1.1862-3.9526i
-1.4449-4.961i
-2.4913-2.8976i
-1.7774-2.7981i
-0.69089-2.6336i
-2.3293-3.2664i
-2.7609-2.0468i
-1.0794-2.4299i
-2.6252-2.4009i
0.49789-3.0585i
-0.39074-3.6064i
-2.0614-3.2962i
-0.096693-2.8019i
-1.0805-2.7856i
-1.0169-2.9329i
-1.3487-2.7957i
-1.9847-1.3185i
-0.72774-2.0251i
-1.9003-2.77i
0.43699-3.024i
-0.80699-3.3779i
-1.5433-1.9957i
-1.1865-2.6592i
0.43484-0.92127i
-0.18377-2.9511i
1.0289-1.9847i
-0.41707-2.8284i
1.3543-3.3264i
1.9765-2.945i
1.0809-0.57587i
0.72238-2.9852i
1.9285-0.27351i
1.2573-2.6718i
2.6606-1.4137i
1.5478-2.4452i
3.1829-1.1704i
2.5179-1.5008i
3.6645-2.0098i
3.5212-0.93101i
1.2153-3.4738i
3.0108-1.4018i
0.95124-2.4992i
2.1883-1.7223i
3.0396-1.7587i
3.3688-0.78094i
3.2215-2.1073i
2.822-0.49179i
5.1552-1.2735i
1.671-0.83975i
1.1302-0.92086i
3.6465-2.0899i
1.8641-0.44841i
2.5918-0.61778i
1.4621-1.2495i
1.694-0.75764i
2.0436-1.262i
1.1185+0.21681i
1.3212-0.49747i
1.2714-0.87976i
1.7478-0.33664i
1.332-0.69765i
1.9556-1.6621i
1.3736-1.0352i
0.78344-1.7765i
0.52558-1.079i
1.714+0.23173i
0.82888+0.62382i
-0.36853+0.76608i
1.1362-1.6098i
1.3469+0.91485i
1.5891-0.80158i
1.2093-1.1143i
1.8788-1.512i
-0.09584-0.26936i
0.34054-0.25634i
1.3844-0.7325i
0.94579-0.249i
1.742+0.385i
0.79942+0.21272i
0.94947-0.85922i
1.002-0.13687i
2.9006+0.59135i
1.5361+0.0088804i
2.9716+1.5626i
0.082813-1.0023i
1.1591+0.44716i
0.5122-0.32719i
0.98727+0.42526i
2.1278-0.0071424i
0.04521+0.41677i
1.7726-0.64342i
1.6683+0.24512i
