-1.3667+1.5524i
0.061122-3.976i
-0.65914-5.2795i
-0.5904-4.4355i
0.30839-4.3334i
-1.2581-4.7915i
0.43129-4.8978i
1.0332-4.159i
-1.0243-4.7281i
0.84031-4.8115i
-0.80205-4.7704i
-1.199-4.0582i
0.42336-4.4304i
-0.861-4.6876i
-1.2751-5.2686i
-1.7094-4.8529i
1.1914-5.3282i
-0.031058-4.6117i
-1.2336-4.7648i
-0.59505-5.0393i
-1.2761-5.1303i
-0.58041-4.1161i
0.38094-5.3259i
-2.1074-5.4168i
-0.93947-5.0078i
-0.85851-5.289i
-1.4695-3.7953i
0.49031-5.4563i
-1.3451-5.6901i
-2.2484-5.8751i
-0.73019-4.9761i
-1.2055-6.1327i
-0.15198-4.8822i
-2.0776-5.896i
-1.5148-5.8434i
-1.4685-5.3711i
-0.96616-5.9063i
-1.2405-6.3413i
-0.91819-4.953i
-1.199-5.8026i
0.024991-3.8525i
-1.3884-5.6953i
-1.0957-5.4544i
-2.5245-6.1711i
-2.1825-6.5065i
-2.542-5.4186i
-0.52171-4.9148i
-3.2061-5.1787i
-3.5481-4.2362i
-2.7522-5.4154i
-3.231-5.6344i
-2.7816-4.8979i
-2.833-4.8377i
-3.1251-4.1898i
-3.8539-5.6277i
-3.9081-4.3781i
-3.0588-4.8823i
-3.2941-5.1615i
-3.3703-6.1727i
-3.1609-3.4837i
-3.4153-5.0718i
-3.9602-3.7016i
-2.7636-3.5089i
-3.6131-3.7612i
-2.9882-3.6269i
-3.3725-4.4603i
-2.5635-4.7278i
-2.431-3.9433i
-2.5769-4.7433i
-3.6886-5.7259i
-2.1308-3.567i
-2.0072-3.8051i
-1.5339-4.1786i
-4.2005-3.7934i
-2.725-4.9238i
-2.3062-5.1359i
-3.9204-4.5062i
-3.2628-2.8053i
-2.7598-3.2586i
-2.3249-3.0363i
-0.98623-3.2778i
-2.4044-3.2154i
-2.975-3.1182i
-2.5391-3.324i
-2.2807-3.6882i
-3.3298-1.8952i
-0.40084-3.0707i
-2.0079-2.9068i
-1.9049-3.3382i
-2.1939-2.2614i
-2.7887-3.3443i
-2.7977-1.358i
-2.5901-2.9406i
-3.5899-1.6283i
-3.189-3.1184i
-3.717-2.21i
-1.422-1.8212i
-3.1612-1.0641i
-2.1347-1.028i
-3.2237-1.2663i
-2.8284-0.076059i
-3.5413-0.88556i
-3.9676-1.6857i
-4.0678-2.6509i
-3.975-1.8437i
-3.8101-0.13672i
-3.0381-0.27267i
-5.3496+0.45227i
-2.7211+0.21816i
-2.9992-0.85722i
-4.8533+0.71063i
-2.8563+0.30643i
-3.7774+0.7391i
-4.31+0.64767i
-4.7569+0.548i
-3.0251+0.99287i
-4.8671+1.0972i
-3.7717+0.73234i
-2.3819-0.22781i
-3.7793+1.0328i
-4.0092+0.41308i
-4.0604+1.9287i
-4.2345+0.85089i
-4.646+1.6734i
-4.2334+1.0736i
-3.0214+0.45541i
-4.6424+1.5238i
-3.2526+2.2605i
-2.5012+0.71386i
-4.0541+2.172i
-4.0368+2.0061i
-2.6516+1.5449i
-1.6978+0.99765i
-2.3262+2.6992i
-1.1269+2.5685i
-2.2168+1.5674i
-2.4391+2.11i
-1.5929+3.3435i
-3.8066+3.3781i
-1.2547+2.7178i
-1.9681+2.1296i
-2.539+2.6347i
-2.2025+1.7115i
-1.2255+3.0873i
-1.9898+3.3265i
-0.85345+2.073i
-1.738+3.2118i
-1.5982+2.3526i
-1.0511+4.1928i
-1.2651+2.939i
-2.195+3.3413i
-1.8553+2.8448i
-1.3951+1.6926i
-2.3985+3.6406i
-1.2978+2.8204i
-2.4307+4.0894i
-2.106+3.2193i
-2.1385+4.4711i
-2.0356+4.1837i
-1.8349+3.1412i
-3.5663+5.435i
-1.9279+3.0417i
-2.1583+3.5932i
-3.833+3.2351i
-2.919+3.7122i
-3.703+2.9407i
-4.0635+3.0096i
-3.4643+2.9562i
-4.629+3.4121i
-3.9966+4.1766i
-3.2342+5.4i
-3.3162+4.0544i
-3.3468+3.5634i
-3.2772+2.3741i
-3.3505+2.779i
-3.3759+4.4479i
-2.8625+4.4605i
-2.4367+3.5688i
-4.1297+3.5165i
-2.96+2.7558i
-1.985+5.8542i
-2.6062+2.8741i
-3.8679+2.3336i
-1.7397+4.2873i
-2.6851+4.4501i
-3.1324+4.0077i
-2.568+4.3118i
-1.9914+4.4711i
-1.5597+4.5815i
-1.7244+4.0102i
-1.9775+3.6555i
-1.5811+3.4771i
-0.64649+4.3244i
-0.95496+4.7131i
-2.2931+3.5082i
-2.1999+3.9136i
-1.5108+3.3975i
-0.2308+3.3961i
-1.1931+4.0606i
-0.29753+3.1154i
-1.7375+2.6745i
-1.2181+3.6824i
-0.34287+3.1131i
-0.58019+3.7921i
-0.6222+3.7196i
-2.2151+2.5326i
-0.45198+3.224i
-0.83971+3.3249i
-1.5151+2.0983i
-0.4026+4.5279i
-2.4586+5.0677i
-0.94405+3.4632i
-1.7667+4.0162i
-3.1362+2.8879i
-1.7363+4.3362i
-2.6297+3.9237i
-0.90855+3.9877i
-2.0316+3.1849i
-2.2786+3.7802i
-2.5852+3.0739i
-3.1316+2.9172i
-3.2299+2.9648i
-2.5223+1.7427i
-2.0398+3.21i
-1.7502+3.9861i
-2.4516+3.0291i
-2.4968+4.3139i
-2.3265+3.3734i
-1.9373+2.18i
-2.9978+2.9026i
-2.9521+3.225i
-3.2406+2.3205i
-2.5676+2.1172i
-2.4384+3.5339i
-2.6592+2.6813i
-2.3529+1.6852i
-0.74284+3.2699i
-2.9053+4.3333i
-1.9168+2.2852i
-3.0371+0.89978i
-2.1821+3.3233i
-2.0032+2.1321i
-2.7101+1.5569i
-1.0782+2.2347i
-2.2043+2.9161i
-2.1646+2.0108i
-3.5177+1.8748i
-2.8637+3.4266i
-1.9381+1.7991i
-1.9893+2.3738i
-0.075725+3.3817i
-1.8515+2.5631i
-0.39826+2.3001i
-0.12241+1.98i
-0.16416+2.3107i
-0.92803+1.5951i
-1.0174+1.5131i
-2.0353+1.7057i
-1.3835+1.7274i
-0.18635+1.6578i
-1.2695+2.604i
0.8411+3.0264i
-0.84796+1.6216i
-1.119+2.5805i
0.15572+3.1307i
-1.3591+1.9087i
-0.0073813+2.3805i
0.34165+2.1102i
1.1552+1.2381i
-0.59192+3.5288i
0.91085+1.4164i
0.11971+0.85108i
0.668+1.7644i
0.20531+1.7116i
0.64704+2.8946i
0.090189+1.5395i
-0.54166+2.605i
-0.34135+1.7464i
0.56051+0.50878i
-0.50839+0.77732i
-0.28022+3.2082i
1.0011+2.6725i
-0.15546+1.6285i
-1.3144+2.1147i
-1.8178+0.29423i
-0.012341+1.9921i
-1.9449+3.2425i
-0.18228+2.9989i
-0.25182+1.0711i
-0.029824+2.5008i
-0.89375+1.4492i
-1.6296+2.8253i
-0.95241+2.4277i
-0.95644+1.9896i
-0.32831+1.9301i
-0.89132+1.9226i
0.23889+3.0969i
1.3324+1.6325i
0.3073+1.2439i
-0.50811+1.5724i
-0.39312+1.9571i
-0.46402+1.8862i
0.75262+2.5147i
0.69016+1.2816i
0.4581+2.9742i
-0.65642+1.7648i
0.5862+2.1902i
1.0433+2.8888i
0.86332+0.97077i
1.1346+0.01884i
1.717+1.428i
2.0867+2.0121i
1.3401+2.7867i
1.3487+2.2313i
1.1811+1.6192i
1.737+1.6427i
-0.039175+2.635i
1.4733+2.7394i
2.6571+2.0479i
3.0644+2.4822i
1.8542+0.66573i
3.9255+2.7584i
1.6082+2.2045i
2.7729+3.3539i
2.8654+2.0202i
1.6371+1.3392i
2.3702+0.59433i
2.5841+0.65878i
2.4066+3.1097i
2.517+2.6812i
2.6493+2.6991i
2.3516+1.6984i
1.3395+2.165i
2.0712+1.7032i
3.2184+1.0849i
2.3838+2.1141i
0.33807+2.3751i
2.0687+2.7581i
1.3598+0.48893i
1.8067+1.7091i
0.63313+2.3303i
1.6469+2.9036i
1.4097+2.3497i
1.2096+3.5099i
0.65278+0.62007i
0.61491+2.9752i
1.3534+1.5156i
1.5865+1.3311i
0.15703+1.9598i
0.23614+2.3638i
0.65626+2.4913i
0.8542+2.6662i
-0.21499+1.8093i
0.63769+2.2295i
-0.33527+2.2072i
-0.062886+2.4238i
-0.62069+3.094i
0.13014+2.5765i
-1.2717+1.7351i
0.15799+2.7692i
-0.89511+2.8029i
0.19737+2.9474i
0.66006+2.7944i
1.0688+3.2816i
0.54994+1.5418i
0.56566+1.6723i
-0.25111+0.47162i
0.51905+1.9955i
-0.008846+0.64754i
0.46391+2.2151i
0.026869+1.7274i
0.064886+1.1591i
-0.52371+1.0923i
0.62391+2.3204i
0.089995+2.3615i
1.8697+0.46934i
0.6472-0.79267i
0.62546+1.1308i
0.47919+1.5227i
1.2451+0.20731i
1.1977+0.93916i
0.94632+2.3616i
0.63775+1.7484i
0.56812+1.051i
-0.44124+0.60729i
0.42187-0.55032i
0.077171+1.5198i
-0.66266+1.882i
-0.45433+0.39285i
-0.19796+0.082656i
0.4644-0.65005i
-0.95634+1.6569i
-0.79985+0.74566i
-0.9804+0.46731i
-0.53411-0.8513i
-0.2322+0.12738i
-1.2868+0.16204i
-1.4382+0.45955i
-2.4885+0.52322i
-1.6423+1.3378i
-2.2867-0.020863i
-2.3888+0.041374i
-3.5892-0.88867i
-2.6857-0.54757i
-2.8672-0.77613i
-3.4845+0.2384i
-3.8537-0.71271i
-4.1271-0.76102i
-4.2688+0.10408i
-5.1963-1.2434i
-3.286-0.39922i
-4.325-0.20807i
-4.5237-1.0359i
-5.0959-0.55013i
-5.6078-0.2937i
-4.6372-1.1847i
-5.8413-1.4563i
-4.8356-0.65068i
-4.9346-1.6641i
-6.528-0.83336i
-3.7021-1.6402i
-5.7684-0.72209i
-6.5727-0.47697i
-5.2917-2.004i
-6.6365-1.5946i
-5.0784-2.7367i
-4.2261-1.3765i
-4.9402-0.81211i
-4.0672-0.17404i
-5.5093-1.7872i
-5.2565-1.5875i
-4.3884-1.3782i
-5.7645-2.4552i
-4.9151-0.7022i
-4.403-1.6929i
-4.0496-1.6769i
-6.1397-1.341i
-4.7662-2.4893i
-4.7308-2.7495i
-4.3641-1.0622i
-5.5589-2.6725i
-4.9141-2.5574i
-5.907-2.5858i
-4.6935-2.4572i
-5.1665-1.8372i
-5.5097-2.6608i
-4.5509-1.6792i
-5.7063-3.1247i
-4.3023-3.7859i
-5.6881-3.7709i
-4.4545-2.3618i
-3.9729-3.123i
-5.0564-2.7814i
-6.255-2.2611i
-5.78-2.5663i
-6.4263-3.7654i
-6.4163-3.0079i
-6.1505-1.9933i
-6.4117-4.3937i
-6.4614-3.2431i
-7.53-3.1845i
-6.3433-2.2613i
-7.0305-2.6111i
-6.6024-2.0422i
-6.6823-2.7598i
-6.3945-2.4067i
-7.7829-2.5342i
-6.3299-3.1586i
-7.3145-3.2668i
-6.9817-2.7202i
-8.0274-2.5549i
-8.4172-3.1075i
-8.0956-2.5884i
-6.9393-3.1505i
-6.5385-3.9138i
-6.8806-3.3335i
-8.2919-2.923i
-7.1374-3.5193i
-7.8555-4.3682i
-6.9447-3.47i
-5.4548-4.0293i
-6.7019-3.4786i
-7.2292-4.2093i
-6.8283-3.103i
-6.6415-2.2477i
-6.9307-3.6722i
-6.4044-3.4844i
-6.4106-2.6046i
-5.3715-3.0743i
-4.8241-3.9915i
-4.9974-2.829i
-5.6987-3.2087i
-5.425-3.836i
-5.7112-3.5139i
-6.0322-3.0328i
-4.4401-4.0388i
-4.0208-4.3047i
-3.8049-3.9088i
-4.3749-3.1414i
-4.1556-3.6822i
-4.1095-4.2016i
-4.0758-3.9498i
-4.2042-4.6803i
-3.2038-3.944i
-2.887-2.9883i
-3.2317-2.3724i
-3.5069-3.6681i
-2.5528-3.3441i
-3.6498-2.2992i
-2.7604-3.1402i
-4.6395-3.2787i
-3.7473-2.7205i
-3.5818-2.2093i
-1.5168-2.9779i
-3.3785-2.3676i
-3.2262-2.9892i
-3.9851-3.1444i
-4.6989-4.2629i
-3.6956-2.9702i
-3.7291-4.5069i
-3.6404-3.334i
-2.8657-2.3193i
-3.3713-3.8458i
-3.6159-2.5115i
-2.1724-2.9773i
-2.5908-4.8943i
-2.2229-3.067i
-3.0288-2.8347i
-3.0374-2.8753i
-2.7491-2.3463i
-3.1004-3.6139i
-3.0371-2.5777i
-3.0447-2.504i
-1.7547-2.8371i
-2.7592-3.2887i
-2.5877-2.1259i
-3.07-2.5451i
-2.4471-1.4873i
-1.9187-1.4165i
-1.3402-2.145i
-2.5024-3.6465i
-1.5622-2.7562i
-0.46443-0.97368i
-1.8816-3.21i
-1.5581-2.2665i
-0.35048-1.6576i
-1.7419-1.25i
-1.5047-2.5329i
-1.7841-0.61016i
0.20148-2.1272i
0.25897-0.23976i
0.54151-2.7643i
-0.66297-2.3123i
0.88296-1.6403i
1.3013-1.2337i
0.70041-0.82462i
0.67919-1.2037i
0.85411-0.027089i
1.8901-2.7876i
-0.24686-2.1874i
0.7418-1.1925i
1.1297-2.3278i
1.5597-1.7166i
1.4349-0.81268i
1.1589-2.1101i
1.8344-1.4399i
1.7403-0.64767i
1.9138-0.70859i
1.9923-1.1199i
1.6848-1.3197i
1.9029-1.1901i
1.269-0.91009i
2.108+1.6189i
1.5587-1.167i
0.13547-1.2486i
0.93929-0.78897i
0.26294-1.6089i
0.88608-1.1568i
-0.14222-0.51656i
1.9321-0.025322i
1.8873-0.12638i
1.2803-1.6628i
0.58915-0.42645i
1.7423-0.19222i
-0.022492-0.027239i
0.80677-0.20172i
0.84421-1.4037i
0.0059442-1.4688i
-0.51877-0.30696i
0.0092219+0.90524i
0.3441-0.35744i
-0.26203-0.23681i
-0.21266-0.1679i
0.53772-0.67371i
0.5426-0.82616i
0.46305+0.066772i
0.38727+0.10431i
1.0714-0.189i
-0.036607+0.48326i
-0.6699-0.87402i
-0.35038-2.3257i
0.8428-0.65581i
1.0123-0.16091i
-0.47246+0.40113i
-0.24945+0.18503i
-0.92255-0.73569i
-0.059388-0.50491i
0.067771+1.3983i
1.0951+0.88932i
1.2778-0.085788i
0.78296-0.036888i
1.1296+0.62422i
0.1337+0.74842i
0.22175+1.0273i
1.6039+1.4571i
0.42101+0.24786i
1.0287-0.38135i
1.9401-0.24393i
1.9762-0.30855i
1.8454+0.142i
0.62351+0.58384i
1.2677-0.14432i
0.41283-0.18333i
1.4137-0.50707i
0.88513-0.03718i
1.452+0.032414i
1.3503+2.2601i
1.3216+0.74756i
1.0763-0.51849i
-0.7766-0.097886i
1.0612+1.2246i
2.3637-0.013093i
-0.32209-0.090653i
-0.50649-0.033772i
-0.37982-0.99235i
-1.7203+0.009995i
-0.89571+0.70037i
-0.042838+0.88263i
0.22283-0.63211i
-1.7844+1.4114i
-0.52096+1.4874i
-1.5822+1.2086i
-1.9766+0.72842i
-1.3395+0.74498i
-2.8145+0.77348i
-2.285+0.42664i
-2.1476-0.19879i
-2.1502+1.4437i
-1.2879+0.65582i
-3.3918+1.1961i
-1.8307+1.3672i
-3.0111+1.6532i
-3.893-0.14343i
-2.1+0.58175i
-3.0855+0.37737i
-3.0729+0.94749i
-3.2894+0.99505i
-3.3414+0.24407i
-2.6679+0.54868i
-3.4299+0.70336i
-2.3793+0.67626i
-3.1694-0.75341i
-3.0195+1.507i
-2.3502+0.31508i
-2.9697-0.75501i
-1.8084+1.551i
-2.3479+1.1827i
-2.219+0.97918i
-2.3523-0.34976i
-2.2485-0.49339i
-3.57+1.663i
-3.2341-0.65821i
-2.2795-0.13849i
-1.3523+0.9023i
-1.992+0.13918i
-1.3499-0.45014i
-1.1985+0.82919i
-2.5329+1.1287i
-1.3413-0.16519i
-0.85341+0.65133i
-1.127-0.5391i
-1.2976+1.579i
-0.94126-0.22767i
-2.2005-0.22673i
-1.5223+1.285i
-0.66862+0.9236i
-2.1648+0.14753i
-0.90964-0.1893i
-1.3426+0.49038i
-0.80445+0.17184i
-1.5141+0.028478i
-1.8981-0.41919i
-1.7548-0.023308i
-2.0533+0.083264i
-2.7071-0.29508i
-1.9056+1.6999i
-2.3673+0.54035i
-2.4391+1.2148i
-1.825+0.82669i
-3.6041+0.32566i
-3.4264+1.2245i
-1.8771-0.13346i
-2.588+0.6482i
-1.2757-0.1714i
-4.1315+0.024401i
-2.829+1.2292i
-2.483+1.0446i
-1.2617+0.18948i
-3.7281+0.76797i
-3.6315+0.27489i
-2.759+1.1012i
-3.0894+0.0062208i
-3.606-0.39339i
-3.2631+0.39202i
-2.443-0.55469i
-1.0134+0.74147i
-2.2597+0.6578i
-2.488-0.73796i
-2.4615-0.1834i
-2.2604-0.46958i
-1.1644-0.016871i
-0.81292-0.83217i
-0.66256-0.77422i
-1.7762+0.43094i
-1.2034+0.28475i
-0.94488+0.47822i
-1.5315-0.87898i
1.1486+0.24199i
-0.16421-1.8884i
-0.11251-0.70276i
-1.2533-0.66957i
0.39188-0.70367i
0.072021-0.047342i
0.1771+0.025195i
0.6605-0.77734i
-1.1669+0.098576i
1.4819+0.75013i
-1.2834-1.2177i
0.81106+0.50274i
1.974-0.32724i
1.1878-1.1468i
0.4628-0.49079i
1.347+0.3468i
0.82786-0.014149i
2.3032+0.18265i
0.72045-0.92338i
2.034-1.3895i
1.7511-0.12386i
2.2513-0.43178i
0.87212-0.60455i
2.558-1.3517i
1.9953+1.7796i
1.8169-0.883i
2.1842+0.14889i
1.4908+0.64199i
1.6537+0.4331i
1.1606-0.84299i
1.8503-0.51332i
1.4147+0.4i
1.8439+0.46747i
1.9886-1.5849i
1.7187+0.068964i
2.3685-1.3915i
2.1247-1.3223i
1.3042-0.88535i
0.66449-0.49004i
1.008-0.35925i
0.72045-0.97925i
1.5477-0.18269i
0.6662-1.1472i
2.0943-0.90945i
0.91568+0.3369i
0.73394-0.37484i
1.5991-0.82409i
0.90119+1.4157i
1.8529-0.30586i
1.2862-0.51362i
2.4372-0.55256i
1.1421-2.0594i
-0.46026-0.52909i
0.83111-1.2308i
2.4179-0.030267i
1.0813-0.64114i
2.0906-0.55493i
1.3205-0.18446i
2.0896-0.94786i
1.39-0.68819i
3.5729-1.4925i
2.369-0.49241i
2.8115+0.55757i
3.0473-0.87998i
3.2579-1.5853i
3.5132+1.1101i
4.3111-1.6129i
2.5994+0.3654i
3.4411-1.0051i
2.8234-0.84721i
2.3349-0.14555i
3.8511-0.60994i
3.7555+0.13659i
3.4301+0.28702i
4.1989-1.0388i
3.8058+0.12065i
4.6237-1.3521i
5.093-0.58761i
3.7987-1.0325i
4.8312-0.67177i
3.6173-0.75583i
3.0671+0.43094i
3.1213-0.82795i
2.5225-0.18572i
3.0254-0.37955i
2.6479-0.31416i
2.7753-0.16253i
2.3443-0.37013i
3.6174-0.75468i
2.151-1.0386i
2.5996+0.81123i
1.7507-0.17187i
2.1116+0.24971i
1.7412-0.60211i
1.4427+0.4539i
0.95789-0.46157i
1.9017+0.74592i
0.19703-1.0334i
0.052147-1.2281i
2.028-0.041076i
0.39637-0.53239i
0.77626+0.82053i
0.054721+0.24493i
0.2177-0.72466i
0.27514+0.23144i
0.92781-0.19582i
0.97061-1.5276i
-0.347+1.2677i
-0.14179-0.75169i
0.18384+0.12895i
0.78994+0.66967i
1.2656+0.89368i
0.62251+1.584i
0.41099-0.067745i
1.8862+0.78705i
-0.76867+0.49109i
0.782+0.90249i
1.2812+1.2136i
0.56608+0.6032i
-0.08928+0.20844i
0.051048-0.93941i
0.69605+1.0759i
-0.68909-0.28111i
0.75351-0.47889i
0.26408+0.52931i
-0.13159+1.0753i
0.8516+0.077307i
0.98629-0.13056i
2.2487-0.44644i
0.053659+1.7956i
1.2664+1.2077i
0.299-0.22105i
0.3697+1.5731i
0.71899+0.42157i
0.28009+0.86129i
0.050773+1.3594i
-0.0091339+0.50967i
0.39902+1.9373i
-0.53549+1.0048i
0.23656+1.5803i
0.90965+2.6169i
-0.38265+1.3254i
-0.25925+3.0131i
-1.7449+1.3188i
-0.38661+1.3408i
-0.78618+1.3114i
-1.2918+0.32567i
-1.7585+1.6058i
