-0.64466-0.31644i
-2.991-1.1795i
-2.0851-2.3899i
-2.5068-2.6173i
-1.9675-1.553i
-2.9022-1.0552i
-2.4046-1.5534i
-2.0055-2.241i
-0.12523-1.2381i
-1.4248-3.1668i
-0.38897-1.0657i
-0.19052-2.5385i
-1.5078-2.4966i
-2.1017-3.4469i
0.39862-1.7227i
-1.0255-3.6146i
-1.3928-2.7683i
-1.3942-1.8819i
0.11239-2.7168i
0.25772-2.3396i
-0.42206-0.99818i
-1.8504-1.4268i
0.50502-3.8674i
-0.3161-2.0985i
1.4463-1.4609i
0.5566-2.1852i
0.28733-0.94731i
0.92373-2.8095i
0.96543-2.3901i
0.016955-2.4784i
0.93274-2.5526i
0.76139-1.4578i
1.1453-2.4538i
0.52102-1.2721i
1.4241-2.7184i
1.3057-3.6202i
-0.14536-1.717i
-0.57763-3.2652i
0.090346-3.6408i
1.1775-3.6376i
-0.82249-0.88086i
-0.059251-2.6575i
-0.16541-2.7916i
0.36346-2.5888i
-1.0559-2.1696i
0.25729-2.6364i
0.66151-2.3658i
1.261-2.138i
-0.68193-1.6761i
0.199-3.1295i
-0.51605-1.978i
-0.74181-1.5269i
0.36586-2.0045i
-0.95417-3.3458i
0.0039011-2.3988i
-0.20974-2.9743i
-0.45827-2.2109i
0.35316-3.2139i
-2.3941-1.9461i
-1.332-1.9692i
-0.33259-2.3995i
-0.729-2.6947i
-0.70849-2.2838i
-1.3034-0.63664i
-1.2032-2.4704i
-1.0795-2.9358i
-0.93435-1.517i
0.57347-3.1345i
0.24879-1.7735i
-0.34769-3.8119i
0.76965-2.311i
0.46837-2.47i
-1.008-2.6606i
0.78337-0.84164i
0.14938-2.0146i
-0.28729-2.0957i
-0.28637-1.0628i
-0.28362-1.7804i
1.2735-2.0235i
0.365-2.6632i
1.1163-1.3357i
0.61568-1.4409i
1.3879-1.1879i
-0.26217-1.2952i
1.2406-1.2661i
0.65679-1.8693i
1.8782-1.9523i
1.1614-2.4745i
2.7881-2.0274i
0.80559-1.4049i
2.5021-1.4563i
1.1984-1.4933i
-0.1397-0.529i
1.4598-1.5214i
1.1726-1.9414i
1.9729-1.4764i
0.0068279-1.8609i
1.1401+0.44461i
0.52049-0.95469i
-0.53957-0.34112i
-0.016611-0.35512i
0.4376-2.1683i
0.12794-0.038514i
-0.3002-1.1384i
-0.48218-1.4836i
-1.1876-1.627i
0.19353-1.0623i
-1.9689-1.0751i
-2.1616-1.0581i
-1.5502-0.29204i
-0.70981-0.4722i
-0.53438-0.45398i
0.058938-0.72866i
-1.8777-0.48448i
-0.76171-1.4242i
-1.0917-0.49804i
-2.542+0.55172i
-2.9902-0.39493i
-2.3177-0.17547i
-1.5911+0.92617i
-2.0519-0.21479i
-2.6883-0.20643i
-1.7214-0.48736i
-2.3577-0.47535i
-3.5993-0.00031749i
-1.2315-0.61561i
-1.8663+0.52518i
-2.3747+0.44993i
-1.6731+0.24039i
-1.4363-0.47514i
-2.3077+0.20741i
-2.0116+0.28823i
-2.0584+0.69262i
-1.8589+2.5943i
0.14635+0.57685i
-0.64652+0.91627i
-1.8777+0.43876i
-0.70309+0.5118i
-1.0069+1.161i
-0.44129+0.53018i
-1.8759+0.84188i
-2.0525+1.3463i
-0.27553+0.2694i
-1.5318+0.64626i
-1.3621-0.34389i
-1.2728+0.37586i
-0.041003+1.4682i
-1.9099+2.2147i
0.068555+0.079214i
-1.1986+1.4681i
-0.57979+0.64793i
-2.4623+1.4252i
-0.19917+0.59015i
-1.5012+1.266i
-0.26158+1.0131i
-0.91434+1.0925i
-0.54294+0.42944i
-2.0961+1.9475i
-2.4413+0.41642i
-1.6231+0.57062i
-1.6504+0.53937i
-2.856+0.73707i
-2.6617+0.69458i
-1.5906+1.4347i
-1.9038+1.7682i
-1.8838+0.7345i
-2.799+1.986i
-3.1936+1.79i
-3.3776+0.91602i
-3.9824+1.7636i
-3.7926+0.80017i
-2.9864+2.4293i
-4.3832+1.4122i
-4.0457+1.6889i
-3.1426+1.6988i
-3.7363+2.5804i
-2.6005+2.3836i
-4.798+2.6449i
-4.7483+1.6431i
-4.2214+2.8898i
-5.228+1.4306i
-4.3925+2.504i
-3.7661+2.0667i
-3.0402+1.4777i
-2.9595+0.19956i
-3.8216+1.5642i
-3.0598+3.4257i
-2.2284+1.7685i
-2.7923+1.6898i
-2.9458+1.8389i
-2.9998+0.37769i
-2.0183+1.989i
-3.8747+2.2785i
-3.682+2.5409i
-2.6391+2.4882i
-2.3414+2.2338i
-1.9753+1.5626i
-3.2846+1.822i
-3.629+3.2306i
-1.9497+2.6024i
-0.9899+2.6845i
-3.0142+3.1148i
-1.7608+2.1232i
-1.9339+1.2587i
-2.0656+3.22i
-1.3194+2.2631i
-0.88548+2.4241i
-0.57653+2.6127i
0.068006+2.2747i
-1.1564+2.2253i
-1.6425+2.7375i
-1.4251+1.4156i
-2.0723+1.5624i
-1.3913+3.1597i
-2.1522+4.0724i
-2.2746+0.96077i
-1.5022+0.82065i
-2.1698+1.584i
-1.7701+1.7962i
-1.8372+2.1761i
-1.5773+3.1895i
-2.2742+1.7989i
-2.5955+1.9977i
-2.5966+1.5679i
-2.94+2.7618i
-3.0622+1.6067i
-1.7217+2.193i
-2.7989+1.6756i
-2.874+2.0205i
-2.6766+2.497i
-4.4253+1.2797i
-2.0665+1.5574i
-2.5622+1.935i
-2.9248+1.6553i
-2.8514+3.1852i
-2.977+1.7434i
-3.2733+3.2681i
-3.5201+1.5018i
-2.5495+0.93153i
-2.0625+1.868i
-2.0367+1.8082i
-2.2036+2.4263i
-2.476+1.8007i
-2.6567+1.5446i
-1.787+2.7971i
-1.9713+1.7547i
-2.0889+2.4408i
-1.4898+1.0453i
-1.886+1.9888i
-2.8849+2.0176i
-1.5667+1.8015i
-2.5248+1.5799i
-2.0813+2.6593i
-1.1594+1.9802i
-1.703+1.3689i
-1.1843+3.3148i
-0.28805+1.1023i
-0.9106+1.2217i
-0.28457+1.9608i
0.11715+3.2408i
-0.4514+1.1908i
-1.0524+0.9338i
1.3456+1.2862i
-0.30687+1.4702i
-0.17982+1.6521i
-1.2385+0.91742i
0.9543+0.70152i
0.24721+2.0935i
-0.73448+1.6003i
0.73862+1.304i
-0.30955-1.2619i
0.057914+1.591i
0.60082+2.1984i
-0.25703+1.8202i
-1.2906+1.2015i
0.5058+1.6539i
-1.0976+2.3368i
0.74232+2.001i
0.37322+0.50288i
-0.0071084+0.6116i
-0.52952+1.6992i
-1.2314+2.175i
-0.34198+3.1848i
-1.2136+1.522i
-1.5555+2.4978i
-1.2428+2.0279i
0.057714+0.69526i
-1.3898+1.9901i
-2.0749+1.4691i
-1.6241+1.3816i
-1.6569+0.80418i
-1.9504+0.30224i
-2.202-0.058871i
-2.0307+1.0326i
-2.9237+1.5958i
-1.5626+1.6052i
-1.4632+1.4071i
-1.7571+1.8759i
-0.23809+0.89618i
-2.1415+1.6442i
-1.4209+1.3223i
-1.461+0.74902i
-2.3533+0.68399i
-1.7701+1.7927i
-1.563+0.63148i
-0.94382+0.96275i
-0.32549+2.0499i
-0.55543+0.64759i
-0.40391+0.32529i
-0.13265-0.90373i
0.28669+1.3658i
-0.05801+1.0867i
-1.2493-0.25735i
0.5467+0.29983i
-0.13625+0.84858i
0.66751+1.8328i
-0.086754+0.054414i
0.19796+0.73446i
0.45586+0.65791i
-0.42561-0.19581i
0.9148-0.41237i
0.65719+0.76443i
0.35071+0.45242i
0.83748+0.2291i
1.145-0.80829i
1.7069+0.049199i
0.73968+0.6962i
2.0342+1.2292i
1.0845-0.0064709i
0.62562+0.36366i
0.52718-0.47521i
-0.1612-0.37202i
-0.64361-0.39865i
2.2018-0.12263i
1.9401-0.47187i
-0.0701-1.3976i
0.6931-0.33622i
1.3069-0.2974i
1.2793-0.60746i
0.4449-0.087216i
0.46543-0.24408i
0.49319-1.7i
0.79331-1.1336i
0.5638-0.087803i
0.36194+0.14191i
0.80985-0.66746i
0.43425+0.083725i
0.51874+0.49618i
0.29827-0.53449i
-1.0522-1.1252i
-0.33129-0.02374i
0.046751-0.93657i
-0.77595-1.0677i
-1.1353-0.64559i
-1.0673-0.29676i
-1.5257+0.42008i
-1.2046-0.73903i
-0.68667+0.32038i
-1.3002-1.1742i
-0.13812-1.3311i
0.42646-0.37169i
0.65691-2.0637i
0.53866-2.1508i
-0.11158-1.8151i
-0.16996-1.1743i
-0.84817+0.70833i
0.5112-0.28219i
-0.35172-1.7988i
-0.184-0.24722i
-0.81393-0.91109i
0.75736-0.68941i
1.2585-1.8577i
0.52554-0.00027594i
-0.69339-1.0153i
0.51438-1.8618i
1.3844-1.5908i
0.96877-1.657i
1.2202-1.3374i
1.0955-0.83483i
1.026-1.9169i
1.0857-0.96396i
1.0895-0.44275i
0.58693-1.4345i
1.9943-1.1517i
1.2932-0.53229i
1.1807-1.3609i
2.2622-2.0118i
0.66984-0.27281i
1.5075-1.6371i
0.94457-1.0306i
1.7486-0.20067i
3.0266-2.1483i
1.3692-0.50891i
0.94565-0.70974i
1.8535-1.5386i
2.1531-1.156i
1.7206+0.12453i
0.37975-0.71155i
1.3458-1.2128i
1.6213-1.6951i
0.37555-1.4033i
1.8821-1.359i
1.289-1.6282i
0.93785-0.65691i
0.54333-1.9906i
0.34117-1.1107i
1.3917-1.3585i
0.40182-1.5982i
-0.59314-2.3016i
-0.19543+0.1502i
0.085439-0.67866i
1.1822-0.8443i
1.2217-1.9243i
-0.88435-0.90133i
0.80371-0.99757i
-0.018662-1.1506i
-0.64558-1.457i
0.37105-1.5188i
-0.67034-1.9085i
-1.6648-1.144i
1.1623-0.57105i
1.1857-0.57954i
0.74767-0.49538i
0.0095794-1.4038i
0.27442-0.2171i
0.24755+0.14666i
0.089029+0.74636i
0.60202+0.55591i
0.40052+0.12148i
0.63913-1.174i
1.3261-0.68882i
-0.22912-0.68714i
1.5057+0.32241i
0.89902-0.68191i
1.9278-0.52889i
2.1731-0.94693i
0.81559-1.1523i
2.3278-0.59716i
2.41-0.33317i
1.83+0.56357i
2.5345+0.62934i
2.1264-1.6965i
3.3616-0.74992i
0.57761+0.14569i
3.497-0.6704i
1.9912+0.6061i
1.7877-1.0651i
2.785-0.71434i
2.7323-1.0339i
3.968-0.018965i
1.303-1.1141i
2.6845-0.29388i
2.7876-0.53918i
2.2807+0.30298i
1.5556+0.25667i
3.3178-0.34451i
0.65707-0.27553i
1.6153+0.45107i
1.6044-0.31117i
0.191+0.26294i
1.8003-0.13783i
0.493-1.3376i
2.2258-0.37656i
1.0977-1.1258i
0.64993+0.2666i
0.22978+0.6211i
0.91723+0.29086i
0.75284-1.3203i
-0.44771+0.2919i
1.2662+0.72597i
-0.082417-0.50084i
-0.44328+0.79134i
-0.23524-1.5183i
0.096385+0.86617i
0.44457-0.01523i
-0.45426-1.1962i
-0.12522-0.43203i
0.22425-0.21339i
0.87761-0.58787i
0.99443+0.1726i
0.79297-1.1952i
0.82484-0.80652i
-0.35281+1.3759i
-0.40214-0.9974i
1.0996+0.74661i
0.93469-0.65641i
0.48529-0.24749i
-0.12934+1.0759i
1.6841-0.31119i
-0.45573+0.70395i
1.5831+0.79388i
0.68253+0.2191i
2.7111-0.53988i
0.66866+0.093111i
1.6001+0.25038i
0.97866+0.027421i
2.4749-0.23615i
0.72388-1.2932i
1.3506-0.5152i
0.52988+0.8512i
1.0434+0.45577i
2.2053-0.58159i
2.5017-0.29691i
0.34485-0.6027i
1.7611-0.31661i
2.2155+0.059328i
1.5593+0.10405i
2.4621-0.43532i
2.7235-0.42613i
2.3781-0.47256i
1.0203-0.7439i
1.0158-0.84273i
2.6284-0.14151i
2.4122+0.03238i
1.9164-0.28565i
0.98129-0.35538i
0.51016-0.2537i
0.39848-1.1458i
1.9194-0.68196i
1.9295+0.23666i
0.66318+0.48659i
1.6466+1.0314i
0.92382-0.63812i
0.84419+0.14031i
0.89938-0.057025i
0.29197-1.0665i
0.73473+0.38035i
0.20884-1.5411i
0.8996-0.40359i
0.14997-1.5278i
-0.8323-0.8621i
-0.031279-1.5817i
-1.5767-1.4875i
1.4814-1.2077i
0.41654-0.66562i
-1.3435-0.67572i
-0.66155-1.7323i
-1.8451-1.3203i
0.12032-1.1412i
-0.22945-1.2403i
-0.25784-1.2851i
-0.36878-1.1629i
-1.2835-2.2455i
-0.36857-1.7194i
0.37363-1.5785i
-0.59769-2.4893i
0.32411-0.75554i
0.16628-1.725i
-0.16362-1.3638i
-0.55719-2.5362i
0.059553-1.162i
-0.41333-2.7355i
0.55138-1.2856i
-0.44055-1.4653i
1.4423-0.80759i
0.51748-1.462i
0.91378-1.6071i
0.1106-2.2046i
2.0196-1.3445i
1.2719-1.0287i
1.1383-1.1124i
1.1318-2.3601i
1.6175-1.7899i
0.90293-1.812i
0.63381-1.6591i
1.2927-1.6294i
1.1187-1.4648i
2.6265-1.6393i
0.93385-2.7811i
0.71398-2.4764i
1.9532-2.4481i
1.2831-1.7244i
1.2966-2.4651i
3.091-2.8636i
1.3693-2.9328i
1.3476-2.1164i
0.91807-2.2876i
2.5076-2.5544i
0.95418-2.8703i
1.4972-3.2117i
0.42925-3.7717i
2.4059-2.6542i
0.95806-2.553i
1.1413-2.9519i
1.4425-1.9537i
-0.60068-2.9701i
-0.51695-2.8618i
0.46684-3.4i
-0.61259-1.5119i
-0.072477-2.3445i
1.6506-3.128i
0.73436-1.9448i
-0.56933-1.7341i
0.28333-2.0051i
-0.64391-1.4393i
-0.053266-3.2307i
-0.98172-3.9948i
0.62323-2.7197i
-2.0038-3.7464i
-0.66219-3.4358i
-1.1187-2.3685i
-0.29737-2.8486i
1.2424-4.1324i
-0.093473-3.7697i
0.48233-2.3513i
-1.0363-5.0484i
0.75529-3.2034i
-0.086282-4.0414i
2.0629-3.6997i
1.1537-2.0729i
1.6231-2.7203i
0.59757-2.9978i
-0.54732-2.135i
-0.34878-1.6346i
0.39991-4.0834i
1.1485-2.3403i
2.0632-3.258i
1.1829-3.9996i
1.3514-2.7138i
1.6144-1.4536i
1.7301-2.8176i
0.82895-2.3845i
2.1906-1.904i
1.4258-2.9472i
1.6806-2.8851i
2.9868-2.0983i
1.5298-3.1958i
1.977-1.6413i
2.9434-3.3153i
2.3624-1.969i
0.52396-1.3906i
1.4253-1.9837i
2.225-3.7621i
-0.14636-0.61658i
0.87951-2.4025i
0.86157-2.9863i
1.463-2.9925i
1.8657-3.1964i
2.0666-1.4917i
0.65556-2.6895i
0.53684-2.1829i
0.59195-0.99447i
0.021078-2.0321i
1.2911-2.6895i
0.38471-2.2989i
-0.077653-3.4469i
0.076474-2.426i
-0.4545-0.29291i
-0.71304-1.2907i
-0.98794-1.064i
-0.55049-1.1142i
-0.21966-1.6286i
-1.378-1.529i
-0.91573-0.55539i
0.3946-0.83971i
-1.7208-1.6738i
-1.0236-1.3202i
0.076246-2.0208i
0.072284-1.8398i
-1.1848-0.014287i
-0.87662-1.8743i
-1.2552-1.7132i
-1.3991-2.0844i
-0.73936+0.68167i
-0.045503-1.6025i
-0.068012-0.92551i
-1.5152-0.29171i
-1.1107-0.69532i
-0.66424-1.7261i
-2.1388-0.13842i
0.52319-1.1335i
0.70473-0.93257i
-0.3128+0.040349i
-0.55302-0.99536i
-0.99957-0.92624i
